7.485714285714286120e+01,5.240000000000000000e+02,1.503799491157884205e+01
5.925000000000000000e+01,2.370000000000000000e+02,6.219731169328846399e+00
6.292555822518009023e+01,1.640000000000000000e+03,5.701152380136709041e+01
6.200000000000000000e+01,2.480000000000000000e+02,9.380831519646859462e+00
6.740000000000000568e+01,1.348000000000000000e+03,6.431996642280969922e+01
5.008966813981533051e+01,1.200000000000000000e+03,0.000000000000000000e+00
1.130000000000000000e+02,4.520000000000000000e+02,5.342284155677232604e+01
6.500000000000000000e+01,6.500000000000000000e+01,0.000000000000000000e+00
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00
2.180000000000000000e+02,1.090000000000000000e+03,0.000000000000000000e+00
2.620000000000000000e+02,1.048000000000000000e+03,0.000000000000000000e+00
4.200000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+01,1.100000000000000000e+03,0.000000000000000000e+00
5.000000000000000000e+01,1.050000000000000000e+03,0.000000000000000000e+00
5.000000000000000000e+01,1.250000000000000000e+03,0.000000000000000000e+00
1.570000000000000000e+02,3.140000000000000000e+02,0.000000000000000000e+00
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00
5.009549332945607603e+01,1.200000000000000000e+03,0.000000000000000000e+00
5.000000000000000000e+01,1.100000000000000000e+03,0.000000000000000000e+00
5.005912470817565918e+01,1.200000000000000000e+03,0.000000000000000000e+00
2.670000000000000000e+02,1.068000000000000000e+03,0.000000000000000000e+00
8.600000000000000000e+01,3.440000000000000000e+02,7.902558292844330090e+00
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00
6.700000000000000000e+01,1.340000000000000000e+02,9.932092889075793352e+00
5.000000000000000000e+01,8.500000000000000000e+02,0.000000000000000000e+00
6.700000000000000000e+01,1.340000000000000000e+02,9.932508613497848415e+00
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00
6.033333333333334281e+01,3.620000000000000000e+02,7.941452428030192578e+00
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00
6.300000000000000000e+01,1.260000000000000000e+02,1.281544242090752661e+01
2.240000000000000000e+02,4.480000000000000000e+02,1.584697193472262029e+02
5.266666666666665719e+01,1.580000000000000000e+02,1.847520861406802339e+01
5.000000000000000000e+01,1.150000000000000000e+03,0.000000000000000000e+00
4.200000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.713333333333333428e+02,5.140000000000000000e+02,1.444483760148702345e+02
2.240000000000000000e+02,4.480000000000000000e+02,1.584736591416026954e+02
6.300000000000000000e+01,2.520000000000000000e+02,2.449489742783177881e+00
5.000000000000000000e+01,1.250000000000000000e+03,0.000000000000000000e+00
2.180000000000000000e+02,1.090000000000000000e+03,0.000000000000000000e+00
2.180000000000000000e+02,1.090000000000000000e+03,0.000000000000000000e+00
2.180000000000000000e+02,1.090000000000000000e+03,0.000000000000000000e+00
5.009797743050148711e+01,1.200000000000000000e+03,0.000000000000000000e+00
5.000000000000000000e+01,1.150000000000000000e+03,0.000000000000000000e+00
1.713333333333333428e+02,5.140000000000000000e+02,1.444483760148702345e+02
2.662500000000000000e+02,2.130000000000000000e+03,4.507418488289214338e+02
4.800000000000000000e+01,1.440000000000000000e+02,1.039230484541326405e+01
5.925000000000000000e+01,2.370000000000000000e+02,6.218075142810342903e+00
1.230000000000000000e+02,1.230000000000000000e+02,0.000000000000000000e+00
5.000000000000000000e+01,1.150000000000000000e+03,0.000000000000000000e+00
2.180000000000000000e+02,1.090000000000000000e+03,0.000000000000000000e+00
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00
2.180000000000000000e+02,1.090000000000000000e+03,0.000000000000000000e+00
6.000000000000000000e+01,1.800000000000000000e+02,0.000000000000000000e+00
5.879999999999999716e+01,2.940000000000000000e+02,4.549725266430930226e+00
